-0.0975834 0.0635972 -0.158424 0.929391 
-0.882317 4.48894 -0.364611 0.32133 
3.73957 -1.51017 -0.770963 0.760856 
0.185327 -0.0273999 -0.504317 -0.792891 
0.580531 -2.38345 -0.529989 0.719642 
-1.43266 -1.37546 0.07027 0.173596 
-1.45089 0.572659 -0.883494 -0.708811 
0.369516 -0.760691 -0.785899 0.184104 
-2.70122 -1.35031 -0.678954 0.115338 
-2.59877 -2.85144 0.113774 0.909784 
-0.639378 0.612269 -0.56031 -0.310028 
-0.502913 -0.438092 0.573344 0.854421 
-3.13202 -3.81411 -0.576742 -0.201283 
-0.374202 -0.719779 -0.036745 0.117597 
1.71023 0.573575 -0.767627 -0.53032 
1.69828 3.81151 -0.751005 0.258792 
3.98402 -2.02291 -0.982672 0.234582 
0.484022 -1.19964 -0.959074 -0.862319 
1.91394 -1.26976 -0.364107 0.784163 
-0.778501 -0.700726 0.76331 -0.480458 
-0.345863 0.65086 0.866973 -0.457812 
0.382196 -0.522022 -0.169141 0.460532 
-0.529508 1.35416 0.865125 -0.697954 
0.546775 -1.55495 -0.486118 0.981821 
-0.00674834 -4.35945 0.866993 -0.509665 
2.00963 -2.80205 0.322873 -0.39129 
-2.98591 1.74183 -0.952613 -0.309369 
-2.36084 -2.25044 -0.063095 -0.738263 
-3.36053 0.498726 -0.775855 -0.158835 
0.880052 -0.833858 -0.019897 0.904499 
0.205137 0.215033 0.586288 -0.907567 
1.46598 -4.76401 -0.809275 0.14522 
-0.108452 -0.245603 0.673195 -0.770773 
2.03956 1.72772 -0.796482 -0.282769 
1.8824 -0.519922 -0.370155 -0.529319 
-0.677917 0.515918 0.183969 -0.683111 
4.36879 1.71305 -0.745586 0.63647 
4.27983 0.622391 0.149645 0.161777 
2.81591 -3.93712 -0.57496 -0.342911 
-0.796005 0.732529 -0.385963 -0.321962 
-1.83055 1.76692 -0.977901 0.839295 
-0.197415 0.0595806 0.328473 0.108031 
-2.46046 1.94487 -0.769785 -0.268586 
0.0894176 0.570188 -0.058843 0.25449 
-2.12383 -3.27468 -0.064779 0.14095 
-1.98973 1.27523 -0.135619 0.25576 
2.20724 0.189997 -0.47088 -0.121564 
2.88006 -1.35131 -0.148568 0.198205 
0.0500432 2.77998 0.30672 -0.052574 
-0.0661654 -1.30305 0.190309 0.819689 
-1.99829 2.99146 -0.919715 -0.536963 
-2.87789 2.46804 0.179149 0.752044 
-4.10084 -0.785379 0.634766 0.68415 
2.80048 -0.880499 -0.548941 0.366202 
-0.394364 0.631915 0.512467 0.461296 
0.348077 2.29732 -0.823278 0.126601 
0.464286 0.652398 0.266252 0.589398 
-0.0274092 0.0360531 -0.146133 0.959132 
-1.12741 4.14663 0.105565 0.196871 
-0.605049 2.61915 -0.804859 0.277822 
-1.40188 -3.92304 -0.863444 -0.68692 
-1.47747 -1.12082 -0.011043 0.873151 
-1.19319 -2.96024 -0.669431 -0.61562 
-2.31191 2.2159 0.276571 -0.812971 
1.21584 -0.589833 -0.065466 0.658112 
4.73723 -0.407165 -0.546135 0.530263 
0.330882 -0.124483 -0.773659 0.71399 
-1.6755 4.15655 -0.008111 0.863596 
2.91911 -2.97397 0.58872 -0.414745 
-3.86252 -0.372941 -0.621353 -0.888988 
2.05081 0.84985 -0.75328 0.8236 
2.63693 -0.313742 0.593547 0.662723 
-2.2518 1.71271 -0.814719 0.010715 
0.104326 -0.374793 -0.114277 -0.285962 
-0.0931155 3.4641 0.871828 0.530355 
0.318115 4.74675 -0.035467 -0.805127 
-1.24007 1.34087 -0.821385 0.782971 
4.81983 0.965111 0.766041 0.222638 
3.05721 1.03044 0.387417 -0.379057 
0.937603 -1.69064 -0.484767 -0.322176 
0.115881 -0.0365071 -0.128906 0.437025 
-0.956301 -0.790726 0.189991 0.063202 
0.839364 0.836279 -0.477671 0.499797 
3.02464 3.72875 0.704788 -0.159431 
-1.11835 1.75135 0.560073 -0.087525 
-1.93364 3.848 -0.040108 0.353036 
1.93172 -4.55789 0.354167 -0.959573 
0.852152 1.88195 0.196551 0.81419 
